idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
el açmak,"Gerektiğinde el açmasını da bileceksin, her şeyi kendin çözemezsin.",idiom,0.75,3,1,0,"[1, 2]","['el', 'açmasını']","['gerekmek', 'el', 'açmak', 'da', 'bilmek', ',', 'her', 'şey', 'kendi', 'çözmek', '.']","['Gerektiğinde', 'el', 'açmasını', 'da', 'bileceksin', ',', 'her', 'şeyi', 'kendin', 'çözemezsin', '.']"
el açmak,Geçtigimiz günlerde ikinci el oto galerisi açtım.,nonidiom,0.6666666666666666,2,1,0,"[3, 6]","['el', 'açtım']","['Geçtigimiz', 'gün', 'ikinci', 'el', 'oto', 'galeri', 'açmak', '.']","['Geçtigimiz', 'günlerde', 'ikinci', 'el', 'oto', 'galerisi', 'açtım', '.']"
el açmak,Gönlüm elvermedi el açanı geri çevirmeyi.,idiom,1.0,2,0,0,"[2, 3]","['el', 'açanı']","['gön', 'elvermek', 'el', 'açmak', 'geri', 'çevirme', '.']","['Gönlüm', 'elvermedi', 'el', 'açanı', 'geri', 'çevirmeyi', '.']"
el açmak,Gözlerimi açsam ve karşımda sen olsan ellerimden tutup uzaklara götürsen beni.,nonidiom,1.0,2,0,0,"[6, 1]","['ellerimden', 'açsam']","['göz', 'açmak', 've', 'karşı', 'se', 'olmak', 'el', 'tutmak', 'uzak', 'götürmek', 'ben', '.']","['Gözlerimi', 'açsam', 've', 'karşımda', 'sen', 'olsan', 'ellerimden', 'tutup', 'uzaklara', 'götürsen', 'beni', '.']"
el açmak,Gözlerimi açtığımda ellerimde senin elin olsun istiyorum,nonidiom,0.5,1,1,0,"[2, 1]","['ellerimde', 'açtığımda']","['göz', 'açmak', 'el', 'Se', 'el', 'olmak', 'istemek']","['Gözlerimi', 'açtığımda', 'ellerimde', 'senin', 'elin', 'olsun', 'istiyorum']"
el açmak,Gözü tok kimseye el açmak yok.,idiom,0.5,1,1,0,"[3, 4]","['el', 'açmak']","['göz', 'tok', 'kimse', 'el', 'açmak', 'yok', '.']","['Gözü', 'tok', 'kimseye', 'el', 'açmak', 'yok', '.']"
el açmak,"Gözünü kapat sonra da ellerini aç, bir sürprizim var.",nonidiom,1.0,2,0,0,"[4, 5]","['ellerini', 'aç']","['göz', 'kapamak', 'sonra', 'da', 'el', 'açmak', ',', 'bir', 'sürpriz', 'var', '.']","['Gözünü', 'kapat', 'sonra', 'da', 'ellerini', 'aç', ',', 'bir', 'sürprizim', 'var', '.']"
el açmak,Güne el baskısı yaparak açılış yaptık.,nonidiom,0.5,1,1,0,"[1, 4]","['el', 'açılış']","['gün', 'el', 'baskı', 'yapmak', 'açmak', 'yapmak', '.']","['Güne', 'el', 'baskısı', 'yaparak', 'açılış', 'yaptık', '.']"
el açmak,Hakkımı aramayıp oturup el mi açsaydım sizlere?,idiom,1.0,2,0,0,"[3, 5]","['el', 'açsaydım']","['hak', 'aramak', 'oturmak', 'el', 'mi', 'açmak', 'siz', '?']","['Hakkımı', 'aramayıp', 'oturup', 'el', 'mi', 'açsaydım', 'sizlere', '?']"
el açmak,Halteri yere indirdikten sonra sıktığımız elimizi açmayı unutmamalıyız.,nonidiom,0.8,4,1,0,"[5, 6]","['elimizi', 'açmayı']","['halter', 'yer', 'inmek', 'sonra', 'sıkmak', 'el', 'açmak', 'unutmak', '.']","['Halteri', 'yere', 'indirdikten', 'sonra', 'sıktığımız', 'elimizi', 'açmayı', 'unutmamalıyız', '.']"
el açmak,Hamuru açarken eline yapışmaması için zeytinyağı kullandı.,nonidiom,0.75,3,1,0,"[2, 1]","['eline', 'açarken']","['Hamur', 'açmak', 'el', 'yapışmak', 'için', 'zeytinyağı', 'kullanmak', '.']","['Hamuru', 'açarken', 'eline', 'yapışmaması', 'için', 'zeytinyağı', 'kullandı', '.']"
el açmak,Hasta adam bardağı tutabilmek için elini açmaya çalıştı.,nonidiom,1.0,3,0,0,"[5, 6]","['elini', 'açmaya']","['has', 'ada', 'bardak', 'tutmak', 'için', 'el', 'açmak', 'çalışmak', '.']","['Hasta', 'adam', 'bardağı', 'tutabilmek', 'için', 'elini', 'açmaya', 'çalıştı', '.']"
el açmak,"Hayallerine el sallamak yerine kucak açmak istiyorsan, vazgeçme.",nonidiom,1.0,2,0,0,"[1, 5]","['el', 'açmak']","['hayal', 'el', 'sallamak', 'yerine', 'kucak', 'açmak', 'istemek', ',', 'vazgeçmek', '.']","['Hayallerine', 'el', 'sallamak', 'yerine', 'kucak', 'açmak', 'istiyorsan', ',', 'vazgeçme', '.']"
el açmak,Hediyeyi vermeden önce elini aç gözünü kapa dedi,nonidiom,0.75,3,1,0,"[3, 4]","['elini', 'aç']","['Hediye', 'vermek', 'ön', 'el', 'açmak', 'göz', 'kapmak', 'demek']","['Hediyeyi', 'vermeden', 'önce', 'elini', 'aç', 'gözünü', 'kapa', 'dedi']"
el açmak,Her el yeni deste kağıt açıyorum.,nonidiom,0.5,1,1,0,"[1, 5]","['el', 'açıyorum']","['her', 'el', 'yen', 'Deste', 'Kağıt', 'açmak', '.']","['Her', 'el', 'yeni', 'deste', 'kağıt', 'açıyorum', '.']"
el açmak,Her ne zaman ki ellerimizi açmak için bir sebebimiz olur o zaman başkalarının halini anlarız.,idiom,1.0,2,0,0,"[4, 5]","['ellerimizi', 'açmak']","['her', 'Ne', 'zaman', 'ki', 'el', 'açmak', 'için', 'bir', 'sebep', 'Olur', 'o', 'zaman', 'başka', 'hal', 'anlamak', '.']","['Her', 'ne', 'zaman', 'ki', 'ellerimizi', 'açmak', 'için', 'bir', 'sebebimiz', 'olur', 'o', 'zaman', 'başkalarının', 'halini', 'anlarız', '.']"
el açmak,Herkes elini mi açmış kolonya dökülürken,nonidiom,1.0,4,0,0,"[1, 3]","['elini', 'açmış']","['herkes', 'el', 'mi', 'açmak', 'kolonya', 'dökmek']","['Herkes', 'elini', 'mi', 'açmış', 'kolonya', 'dökülürken']"
el açmak,Herkese  el  açardı.,idiom,1.0,3,0,0,"[1, 2]","['el', 'açardı']","['herkes', 'el', 'açmak', '.']","['Herkese', 'el', 'açardı', '.']"
el açmak,Hic çaresiz kalmayacakmış gibi bu hayatın koşullarında el açanları kınamayın.,idiom,1.0,3,0,0,"[7, 8]","['el', 'açanları']","['Hic', 'çare', 'kalmak', 'gibi', 'bu', 'hayat', 'koşul', 'el', 'açmak', 'kınamak', '.']","['Hic', 'çaresiz', 'kalmayacakmış', 'gibi', 'bu', 'hayatın', 'koşullarında', 'el', 'açanları', 'kınamayın', '.']"
el açmak,Hiç kimse yoktur ki elini bir başkasına açmamış olsun.,idiom,1.0,2,0,0,"[4, 7]","['elini', 'açmamış']","['hiç', 'kimse', 'yok', 'ki', 'el', 'bir', 'başka', 'açmak', 'olmak', '.']","['Hiç', 'kimse', 'yoktur', 'ki', 'elini', 'bir', 'başkasına', 'açmamış', 'olsun', '.']"
el açmak,"Hiç kimseye el açacak değiliz, paramız var çok şükür.",idiom,0.8,4,1,0,"[2, 3]","['el', 'açacak']","['hiç', 'kimse', 'el', 'açmak', 'değil', ',', 'para', 'var', 'çok', 'Şükür', '.']","['Hiç', 'kimseye', 'el', 'açacak', 'değiliz', ',', 'paramız', 'var', 'çok', 'şükür', '.']"
el açmak,Insanlara el açmaktansa ölmeyi yeğler.,idiom,0.6666666666666666,2,1,0,"[1, 2]","['el', 'açmaktansa']","['Insanlara', 'el', 'açmak', 'ölmek', 'yeğlemek', '.']","['Insanlara', 'el', 'açmaktansa', 'ölmeyi', 'yeğler', '.']"
el açmak,"Jerry kollarını açmış bir şekilde Tom'dan gelecek tehditleri bekliyordu, ama zavallı Tom'un bu küçük yumurcak karşısında elinden birşey gelmiyordu.",nonidiom,1.0,3,0,0,"[17, 2]","['elinden', 'açmış']","['Jerry', 'kol', 'açmak', 'bir', 'şekil', 'Tomdan', 'gelmek', 'tehdit', 'beklemek', ',', 'am', 'zavallı', 'Tomun', 'bu', 'küçük', 'yumurcak', 'karşı', 'el', 'birşey', 'gelmek', '.']","['Jerry', 'kollarını', 'açmış', 'bir', 'şekilde', ""Tom'dan"", 'gelecek', 'tehditleri', 'bekliyordu', ',', 'ama', 'zavallı', ""Tom'un"", 'bu', 'küçük', 'yumurcak', 'karşısında', 'elinden', 'birşey', 'gelmiyordu', '.']"
el açmak,Kadın birden ellerini açtı ve bana Allah senin belanı versin dedi.,nonidiom,1.0,2,0,0,"[2, 3]","['ellerini', 'açtı']","['kadın', 'birden', 'el', 'açmak', 've', 'ben', 'Allah', 'Se', 'belâ', 'vermek', 'demek', '.']","['Kadın', 'birden', 'ellerini', 'açtı', 've', 'bana', 'Allah', 'senin', 'belanı', 'versin', 'dedi', '.']"
el açmak,Kadının kendi parası olmalı kocasına el açmak zorunda kalmamalı.,idiom,1.0,3,0,0,"[5, 6]","['el', 'açmak']","['kadın', 'kendi', 'para', 'olmak', 'koca', 'el', 'açmak', 'zor', 'kalmak', '.']","['Kadının', 'kendi', 'parası', 'olmalı', 'kocasına', 'el', 'açmak', 'zorunda', 'kalmamalı', '.']"
el açmak,Kahbaltıda el açması börek yedim,nonidiom,0.4,2,3,0,"[1, 2]","['el', 'açması']","['Kahbaltıda', 'el', 'açmak', 'börek', 'yemek']","['Kahbaltıda', 'el', 'açması', 'börek', 'yedim']"
el açmak,Kahvehaneyeyi her sabah buz gibi soğukta açmaktan elleri harap olmuştu.,nonidiom,0.75,3,1,0,"[7, 6]","['elleri', 'açmaktan']","['Kahvehaneyeyi', 'her', 'sabah', 'buz', 'gibi', 'soğuk', 'açmak', 'el', 'harap', 'olmak', '.']","['Kahvehaneyeyi', 'her', 'sabah', 'buz', 'gibi', 'soğukta', 'açmaktan', 'elleri', 'harap', 'olmuştu', '.']"
el açmak,Kalemi aça aça elimde kalem kalmadı,nonidiom,1.0,4,0,0,"[3, 2]","['elimde', 'aça']","['kalem', 'açmak', 'açmak', 'el', 'kalem', 'kalmak']","['Kalemi', 'aça', 'aça', 'elimde', 'kalem', 'kalmadı']"
el açmak,Kapattığın tüm kapıları bir bir ellerimle açacağım.,nonidiom,1.0,2,0,0,"[5, 6]","['ellerimle', 'açacağım']","['kapamak', 'tüm', 'kapı', 'bir', 'bir', 'el', 'açmak', '.']","['Kapattığın', 'tüm', 'kapıları', 'bir', 'bir', 'ellerimle', 'açacağım', '.']"
el açmak,Kapıyı açmak için elimdeki poşetleri yere bıraktım,nonidiom,0.75,3,1,0,"[3, 1]","['elimdeki', 'açmak']","['kapı', 'açmak', 'için', 'el', 'poşet', 'yer', 'Bırak']","['Kapıyı', 'açmak', 'için', 'elimdeki', 'poşetleri', 'yere', 'bıraktım']"
el açmak,Kapıyı açıp yanan yeri bana eliyle gösterdi.,nonidiom,1.0,3,0,0,"[5, 1]","['eliyle', 'açıp']","['kapı', 'açmak', 'yanmak', 'yer', 'ben', 'el', 'göstermek', '.']","['Kapıyı', 'açıp', 'yanan', 'yeri', 'bana', 'eliyle', 'gösterdi', '.']"
el açmak,Kavanozu elimle açamadım.,nonidiom,1.0,3,0,0,"[1, 2]","['elimle', 'açamadım']","['kavanoz', 'el', 'açmak', '.']","['Kavanozu', 'elimle', 'açamadım', '.']"
el açmak,"Kendi kültürüne eğilmeden hep dıştan kültür kopyası peşinde olan toplumlar, harabeler içindeki bir hazinenin üzerine oturup el açmış, gelip geçenden metelik uman dilencilerden farklı mıdırlar?",idiom,1.0,2,0,0,"[17, 18]","['el', 'açmış']","['kendi', 'kültür', 'eğilmek', 'hep', 'dıştan', 'kültür', 'kopya', 'peş', 'o', 'toplu', ',', 'harabe', 'iç', 'bir', 'hazine', 'Üzer', 'oturmak', 'el', 'açmak', ',', 'gelmek', 'geçen', 'metelik', 'Uma', 'dilmek', 'fark', 'mı', '?']","['Kendi', 'kültürüne', 'eğilmeden', 'hep', 'dıştan', 'kültür', 'kopyası', 'peşinde', 'olan', 'toplumlar', ',', 'harabeler', 'içindeki', 'bir', 'hazinenin', 'üzerine', 'oturup', 'el', 'açmış', ',', 'gelip', 'geçenden', 'metelik', 'uman', 'dilencilerden', 'farklı', 'mıdırlar', '?']"
el açmak,Kilidi açarken elini yaraladı minik,nonidiom,0.6666666666666666,2,1,0,"[2, 1]","['elini', 'açarken']","['kilit', 'açmak', 'el', 'yaralamak', 'minik']","['Kilidi', 'açarken', 'elini', 'yaraladı', 'minik']"
el açmak,"Kime el açtıysak geri çevrildik, bu günleri unutmayacağım.",idiom,1.0,3,0,0,"[1, 2]","['el', 'açtıysak']","['kim', 'el', 'açmak', 'geri', 'çevirmek', ',', 'bu', 'gün', 'unutmak', '.']","['Kime', 'el', 'açtıysak', 'geri', 'çevrildik', ',', 'bu', 'günleri', 'unutmayacağım', '.']"
el açmak,Kime elimizi açtıysak geri cevrildik.,idiom,1.0,3,0,0,"[1, 2]","['elimizi', 'açtıysak']","['kim', 'el', 'açmak', 'geri', 'cevrildik', '.']","['Kime', 'elimizi', 'açtıysak', 'geri', 'cevrildik', '.']"
el açmak,Kimmiş sana el açan,idiom,0.6666666666666666,2,1,0,"[2, 3]","['el', 'açan']","['kim', 'Sana', 'el', 'açmak']","['Kimmiş', 'sana', 'el', 'açan']"
el açmak,"Kimseye el açacak hali bile kalmamıştı, zavallının",idiom,1.0,4,0,0,"[1, 2]","['el', 'açacak']","['kimse', 'el', 'açmak', 'hal', 'bile', 'kalmak', ',', 'zavallı']","['Kimseye', 'el', 'açacak', 'hali', 'bile', 'kalmamıştı', ',', 'zavallının']"
el açmak,Kimseye el açmadan bugünlere geldi.,idiom,1.0,3,0,0,"[1, 2]","['el', 'açmadan']","['kimse', 'el', 'açmak', 'bugün', 'gelmek', '.']","['Kimseye', 'el', 'açmadan', 'bugünlere', 'geldi', '.']"
el açmak,Kimseye el açmadan yaşamını sürdürebilmek için birden fazla işte çalışan milyonlarca insan var.,idiom,0.8,4,1,0,"[1, 2]","['el', 'açmadan']","['kimse', 'el', 'açmak', 'Yaşam', 'sürdürmek', 'için', 'birden', 'fazla', 'iş', 'çalışmak', 'milyon', 'insan', 'var', '.']","['Kimseye', 'el', 'açmadan', 'yaşamını', 'sürdürebilmek', 'için', 'birden', 'fazla', 'işte', 'çalışan', 'milyonlarca', 'insan', 'var', '.']"
el açmak,Kocaman elleriyle kutuyu açmaya çalıştı.,nonidiom,1.0,3,0,0,"[1, 3]","['elleriyle', 'açmaya']","['kocamak', 'el', 'kutu', 'açmak', 'çalışmak', '.']","['Kocaman', 'elleriyle', 'kutuyu', 'açmaya', 'çalıştı', '.']"
el açmak,Kocasını kaybettikten sonra kimseye el açmamak için ev yapımı yiyecekler satmaya başladı.,idiom,0.8,4,1,0,"[4, 5]","['el', 'açmamak']","['koca', 'kaybetmek', 'sonra', 'kimse', 'el', 'açmak', 'için', 'ev', 'yapı', 'yemek', 'satmak', 'başlamak', '.']","['Kocasını', 'kaybettikten', 'sonra', 'kimseye', 'el', 'açmamak', 'için', 'ev', 'yapımı', 'yiyecekler', 'satmaya', 'başladı', '.']"
el açmak,Kolonya dökeyim diye elini açmış bekliyor.,nonidiom,0.8,4,1,0,"[3, 4]","['elini', 'açmış']","['kolonya', 'dökmek', 'diye', 'el', 'açmak', 'beklemek', '.']","['Kolonya', 'dökeyim', 'diye', 'elini', 'açmış', 'bekliyor', '.']"
el açmak,Kumarhane baskınında kumarbaz elini açarken birden ensesinden vuruldu.,nonidiom,0.5,1,1,0,"[3, 4]","['elini', 'açarken']","['kumarhane', 'baskın', 'kumarbaz', 'el', 'açmak', 'birden', 'ense', 'vurulmak', '.']","['Kumarhane', 'baskınında', 'kumarbaz', 'elini', 'açarken', 'birden', 'ensesinden', 'vuruldu', '.']"
el açmak,Kuruyemişçinin yerine açılan künefecinin önünde el kol hareketi yapma alışkanlığı devam ediyordu.,nonidiom,0.6666666666666666,2,1,0,"[5, 2]","['el', 'açılan']","['kuruyemiş', 'yerine', 'açmak', 'künefe', 'ön', 'el', 'kol', 'hareket', 'yapmak', 'alışkan', 'Deva', 'etmek', '.']","['Kuruyemişçinin', 'yerine', 'açılan', 'künefecinin', 'önünde', 'el', 'kol', 'hareketi', 'yapma', 'alışkanlığı', 'devam', 'ediyordu', '.']"
el açmak,"Köşede oturmuş, gelip geçene el açıyordu.",idiom,0.8,4,1,0,"[5, 6]","['el', 'açıyordu']","['köşe', 'oturmak', ',', 'gelmek', 'geçen', 'el', 'açmak', '.']","['Köşede', 'oturmuş', ',', 'gelip', 'geçene', 'el', 'açıyordu', '.']"
el açmak,Küçük çocuk elini açıp kapatarak şirinlik yapıyordu.,nonidiom,0.75,3,1,0,"[2, 3]","['elini', 'açıp']","['küçük', 'Çocuk', 'el', 'açmak', 'kapamak', 'şirin', 'yapmak', '.']","['Küçük', 'çocuk', 'elini', 'açıp', 'kapatarak', 'şirinlik', 'yapıyordu', '.']"
el açmak,Mahallede dedikodunu yapıyorlar el açmış gariban diyerek.,idiom,0.6666666666666666,2,1,0,"[3, 4]","['el', 'açmış']","['mahalle', 'dedikodu', 'yapmak', 'el', 'açmak', 'gariban', 'demek', '.']","['Mahallede', 'dedikodunu', 'yapıyorlar', 'el', 'açmış', 'gariban', 'diyerek', '.']"
el açmak,Mantıyı ellerimle açtım.,nonidiom,0.75,3,1,0,"[1, 2]","['ellerimle', 'açtım']","['mantı', 'el', 'açmak', '.']","['Mantıyı', 'ellerimle', 'açtım', '.']"
el açmak,Maskenizi açmayın ve bol bol elinizi yıkayın.,nonidiom,0.5,1,1,0,"[5, 1]","['elinizi', 'açmayın']","['maske', 'açmak', 've', 'bol', 'bol', 'el', 'yıkamak', '.']","['Maskenizi', 'açmayın', 've', 'bol', 'bol', 'elinizi', 'yıkayın', '.']"
el açmak,Mecburen açtığım kimsesiz elimi bir yardımsever tuttu.,idiom,1.0,2,0,0,"[3, 1]","['elimi', 'açtığım']","['mecburen', 'açmak', 'kimse', 'el', 'bir', 'yardımsever', 'tutmak', '.']","['Mecburen', 'açtığım', 'kimsesiz', 'elimi', 'bir', 'yardımsever', 'tuttu', '.']"
el açmak,Meğer ne çok el açmışsın birilerine,idiom,1.0,3,0,0,"[3, 4]","['el', 'açmışsın']","['meğer', 'Ne', 'çok', 'el', 'açmak', 'biri']","['Meğer', 'ne', 'çok', 'el', 'açmışsın', 'birilerine']"
el açmak,Millete el açacağına kendin çalış ve çabala!,idiom,1.0,2,0,0,"[1, 2]","['el', 'açacağına']","['millet', 'el', 'açmak', 'kendi', 'çalışmak', 've', 'çabalamak', '!']","['Millete', 'el', 'açacağına', 'kendin', 'çalış', 've', 'çabala', '!']"
el açmak,Mutfağın kapısını zor olmasına rağmen eliyle açtı.,nonidiom,0.8,4,1,0,"[5, 6]","['eliyle', 'açtı']","['mutfak', 'kapı', 'zor', 'olmak', 'rağmen', 'el', 'açmak', '.']","['Mutfağın', 'kapısını', 'zor', 'olmasına', 'rağmen', 'eliyle', 'açtı', '.']"
el açmak,Müslümanlar elini açar ve dua ederler.,nonidiom,1.0,4,0,0,"[1, 2]","['elini', 'açar']","['Müslüman', 'el', 'açmak', 've', 'dua', 'etmek', '.']","['Müslümanlar', 'elini', 'açar', 've', 'dua', 'ederler', '.']"
el açmak,"Ne yapalım yani, El mi açalım bu insanlara?",idiom,0.75,3,1,0,"[4, 6]","['El', 'açalım']","['Ne', 'yapmak', 'Yani', ',', 'el', 'mi', 'açmak', 'bu', 'insan', '?']","['Ne', 'yapalım', 'yani', ',', 'El', 'mi', 'açalım', 'bu', 'insanlara', '?']"
el açmak,Ne yaptıysam olmadı el bile açtım onlara.,idiom,1.0,3,0,0,"[3, 5]","['el', 'açtım']","['Ne', 'yapmak', 'olmak', 'el', 'bile', 'açmak', 'on', '.']","['Ne', 'yaptıysam', 'olmadı', 'el', 'bile', 'açtım', 'onlara', '.']"
el açmak,Nedir bu el avuç açmak.,idiom,1.0,2,0,0,"[2, 4]","['el', 'açmak']","['Ne', 'bu', 'el', 'avuç', 'açmak', '.']","['Nedir', 'bu', 'el', 'avuç', 'açmak', '.']"
el açmak,Nerde görülmüş elin düşmana açıldığı,idiom,1.0,3,0,0,"[2, 4]","['elin', 'açıldığı']","['Nerd', 'görmek', 'el', 'düşman', 'açmak']","['Nerde', 'görülmüş', 'elin', 'düşmana', 'açıldığı']"
el açmak,Neredeyse her gün onu bu köşe başında el açmış şekilde görüyorum.,idiom,1.0,1,0,0,"[7, 8]","['el', 'açmış']","['neredeyse', 'her', 'gün', 'on', 'bu', 'köşe', 'baş', 'el', 'açmak', 'şekil', 'görmek', '.']","['Neredeyse', 'her', 'gün', 'onu', 'bu', 'köşe', 'başında', 'el', 'açmış', 'şekilde', 'görüyorum', '.']"
el açmak,O zalimlerin elinde ağzımı açamadım,nonidiom,0.75,3,1,0,"[2, 4]","['elinde', 'açamadım']","['o', 'zalim', 'el', 'ağız', 'açmak']","['O', 'zalimlerin', 'elinde', 'ağzımı', 'açamadım']"
el açmak,Ona buna el açacağına gel bizim dükkanda çalış.,idiom,1.0,4,0,0,"[2, 3]","['el', 'açacağına']","['on', 'bun', 'el', 'açmak', 'gelmek', 'biz', 'dükkân', 'çalışmak', '.']","['Ona', 'buna', 'el', 'açacağına', 'gel', 'bizim', 'dükkanda', 'çalış', '.']"
el açmak,Ona buna el açacağına git de çalış!,idiom,1.0,1,0,0,"[2, 3]","['el', 'açacağına']","['on', 'bun', 'el', 'açmak', 'gitmek', 'de', 'çalışmak', '!']","['Ona', 'buna', 'el', 'açacağına', 'git', 'de', 'çalış', '!']"
el açmak,Ona buna el açacağına git çalış!,idiom,0.75,3,1,0,"[2, 3]","['el', 'açacağına']","['on', 'bun', 'el', 'açmak', 'gitmek', 'çalışmak', '!']","['Ona', 'buna', 'el', 'açacağına', 'git', 'çalış', '!']"
el açmak,Onlara el açtın da ne oldu?,idiom,1.0,3,0,0,"[1, 2]","['el', 'açtın']","['on', 'el', 'açmak', 'da', 'Ne', 'olmak', '?']","['Onlara', 'el', 'açtın', 'da', 'ne', 'oldu', '?']"
el açmak,Onlara el mi açtın?,idiom,1.0,3,0,0,"[1, 3]","['el', 'açtın']","['on', 'el', 'mi', 'açmak', '?']","['Onlara', 'el', 'mi', 'açtın', '?']"
el açmak,Onların kapısına gidip el mi açmış?,idiom,0.6666666666666666,2,1,0,"[3, 5]","['el', 'açmış']","['on', 'kapı', 'gitmek', 'el', 'mi', 'açmak', '?']","['Onların', 'kapısına', 'gidip', 'el', 'mi', 'açmış', '?']"
el açmak,Onu her kayıttan münezzeh bilerek uluhiyetine el açmak önemlidir.,idiom,0.3333333333333333,1,2,0,"[6, 7]","['el', 'açmak']","['on', 'her', 'kayıt', 'münezzeh', 'bilerek', 'uluhiyet', 'el', 'açmak', 'önem', '.']","['Onu', 'her', 'kayıttan', 'münezzeh', 'bilerek', 'uluhiyetine', 'el', 'açmak', 'önemlidir', '.']"
el açmak,Oturup kör gibi namerde el açmak iyi mi?,idiom,1.0,3,0,0,"[4, 5]","['el', 'açmak']","['oturmak', 'kör', 'gibi', 'namerde', 'el', 'açmak', 'iyi', 'mi', '?']","['Oturup', 'kör', 'gibi', 'namerde', 'el', 'açmak', 'iyi', 'mi', '?']"
el açmak,"Oturup kör gibi, namerte el açmak iyi mi?",idiom,1.0,5,0,0,"[5, 6]","['el', 'açmak']","['oturmak', 'kör', 'gibi', ',', 'namert', 'el', 'açmak', 'iyi', 'mi', '?']","['Oturup', 'kör', 'gibi', ',', 'namerte', 'el', 'açmak', 'iyi', 'mi', '?']"
el açmak,Paketin ağzını açamadım elimde kaldı,nonidiom,1.0,4,0,0,"[3, 2]","['elimde', 'açamadım']","['paket', 'ağız', 'açmak', 'el', 'kal']","['Paketin', 'ağzını', 'açamadım', 'elimde', 'kaldı']"
el açmak,Pandemi de ikinci el dükkanı açmak riskli mi?,nonidiom,0.6666666666666666,2,1,0,"[3, 5]","['el', 'açmak']","['pandemi', 'de', 'ikinci', 'el', 'dükkân', 'açmak', 'risk', 'mi', '?']","['Pandemi', 'de', 'ikinci', 'el', 'dükkanı', 'açmak', 'riskli', 'mi', '?']"
el açmak,"Parasızlık onu tüketmiş, her gün el açmaktan gururu incinmişti.",idiom,1.0,2,0,0,"[6, 7]","['el', 'açmaktan']","['para', 'on', 'tüketmek', ',', 'her', 'gün', 'el', 'açmak', 'gurur', 'incinmek', '.']","['Parasızlık', 'onu', 'tüketmiş', ',', 'her', 'gün', 'el', 'açmaktan', 'gururu', 'incinmişti', '.']"
el açmak,Parmaklarındaki ağrıyı anlayabilmek için ellerini açmasını istedim.,nonidiom,0.3333333333333333,1,2,0,"[4, 5]","['ellerini', 'açmasını']","['parmak', 'Ağrı', 'anlamak', 'için', 'el', 'açmak', 'istemek', '.']","['Parmaklarındaki', 'ağrıyı', 'anlayabilmek', 'için', 'ellerini', 'açmasını', 'istedim', '.']"
el açmak,Patlayan silahın elinde açtığı yara en az 3 ayda iyileşir.,nonidiom,1.0,3,0,0,"[2, 3]","['elinde', 'açtığı']","['patlamak', 'silâh', 'el', 'açmak', 'yarmak', 'en', 'Az', '3', 'Ay', 'iyi', '.']","['Patlayan', 'silahın', 'elinde', 'açtığı', 'yara', 'en', 'az', '3', 'ayda', 'iyileşir', '.']"
el açmak,Patrona elini şimdi açarsan yarın bütün pis işler seni bulur.,idiom,0.6666666666666666,2,1,0,"[1, 3]","['elini', 'açarsan']","['patrona', 'el', 'şimdi', 'açmak', 'yarı', 'bütün', 'pis', 'iş', 'se', 'bulmak', '.']","['Patrona', 'elini', 'şimdi', 'açarsan', 'yarın', 'bütün', 'pis', 'işler', 'seni', 'bulur', '.']"
el açmak,Perdeyi eliyle açtı,nonidiom,0.75,3,1,0,"[1, 2]","['eliyle', 'açtı']","['perde', 'el', 'açmak']","['Perdeyi', 'eliyle', 'açtı']"
el açmak,Pismanlik duyuyorum onlara açtığım elden.,idiom,1.0,2,0,0,"[4, 3]","['elden', 'açtığım']","['Pismanlik', 'duymak', 'on', 'açmak', 'el', '.']","['Pismanlik', 'duyuyorum', 'onlara', 'açtığım', 'elden', '.']"
el açmak,Pizzayı elimizle açarken tekrar küçülmesini engellemek için altına irmik serebiliriz.,nonidiom,0.75,3,1,0,"[1, 2]","['elimizle', 'açarken']","['pizza', 'el', 'açmak', 'tekrar', 'küçülmek', 'engellemek', 'için', 'alt', 'irmik', 'sermek', '.']","['Pizzayı', 'elimizle', 'açarken', 'tekrar', 'küçülmesini', 'engellemek', 'için', 'altına', 'irmik', 'serebiliriz', '.']"
el açmak,Sabahtan beri mahalledeki tüm kadınlar toplanmış el açması yapıyorlar.,nonidiom,1.0,4,0,0,"[6, 7]","['el', 'açması']","['sabahtan', 'Beri', 'mahalle', 'tüm', 'kadın', 'toplamak', 'el', 'açmak', 'yapmak', '.']","['Sabahtan', 'beri', 'mahalledeki', 'tüm', 'kadınlar', 'toplanmış', 'el', 'açması', 'yapıyorlar', '.']"
el açmak,Sahile indiğimde ellerimle martıları besledim ve güneş açtı.,nonidiom,0.5,1,1,0,"[2, 7]","['ellerimle', 'açtı']","['sahil', 'inmek', 'el', 'martı', 'beslemek', 've', 'Güneş', 'açmak', '.']","['Sahile', 'indiğimde', 'ellerimle', 'martıları', 'besledim', 've', 'güneş', 'açtı', '.']"
el açmak,Sana el açması börek yaptım.,nonidiom,1.0,2,0,0,"[1, 2]","['el', 'açması']","['Sana', 'el', 'açmak', 'börek', 'yapmak', '.']","['Sana', 'el', 'açması', 'börek', 'yaptım', '.']"
el açmak,Saçlarımı bir ton açarken ellerim hep boya oldu,nonidiom,0.75,3,1,0,"[4, 3]","['ellerim', 'açarken']","['saç', 'bir', 'ton', 'açmak', 'el', 'hep', 'boya', 'olmak']","['Saçlarımı', 'bir', 'ton', 'açarken', 'ellerim', 'hep', 'boya', 'oldu']"
