idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
Avere il mestolo in mano,Maria ha in mano il mestolo che le abbiamo regalato,nonidiom,0.5,1,1,0,"[1, 4, 5, 2, 3]","['ha', 'il', 'mestolo', 'in', 'mano']","['Maria', 'avere', 'in', 'mano', 'il', 'mestolo', 'che', 'le', 'avere', 'regalare']","['Maria', 'ha', 'in', 'mano', 'il', 'mestolo', 'che', 'le', 'abbiamo', 'regalato']"
Avere il mestolo in mano,"Marianna aveva sempre il mestolo in mano, la cucina era la sua passione",nonidiom,0.5,1,1,0,"[1, 3, 4, 5, 6]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Marianna', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'la', 'cucina', 'essere', 'la', 'suo', 'passione']","['Marianna', 'aveva', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'la', 'cucina', 'era', 'la', 'sua', 'passione']"
Avere il mestolo in mano,Mario ha il mestolo in mano quando si tratta dei lavori in cantiere,idiom,0.5,1,1,0,"[1, 2, 3, 4, 5]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mario', 'avere', 'il', 'mestolo', 'in', 'mano', 'quando', 'si', 'trarre', 'del', 'lavoro', 'in', 'cantiere']","['Mario', 'ha', 'il', 'mestolo', 'in', 'mano', 'quando', 'si', 'tratta', 'dei', 'lavori', 'in', 'cantiere']"
Avere il mestolo in mano,Marta aveva il mestolo in una mano e nell'altra il pepe.,nonidiom,0.5,1,1,0,"[1, 2, 3, 4, 6]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Marta', 'avere', 'il', 'mestolo', 'in', 'una', 'mano', 'e', ""nell'"", 'altro', 'il', 'pepe', '.']","['Marta', 'aveva', 'il', 'mestolo', 'in', 'una', 'mano', 'e', ""nell'"", 'altra', 'il', 'pepe', '.']"
Avere il mestolo in mano,Marta non ha il mestolo in mano ma il cucchiao,nonidiom,1.0,2,0,0,"[2, 3, 4, 5, 6]","['ha', 'il', 'mestolo', 'in', 'mano']","['Marta', 'non', 'avere', 'il', 'mestolo', 'in', 'mano', 'ma', 'il', 'cucchiao']","['Marta', 'non', 'ha', 'il', 'mestolo', 'in', 'mano', 'ma', 'il', 'cucchiao']"
Avere il mestolo in mano,Mattarella essendo il presidente della replibblica deve avere il mestolo in mano,idiom,0.5,1,1,0,"[7, 8, 9, 10, 11]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mattarella', 'essere', 'il', 'presidente', 'della', 'replibblica', 'dovere', 'avere', 'il', 'mestolo', 'in', 'mano']","['Mattarella', 'essendo', 'il', 'presidente', 'della', 'replibblica', 'deve', 'avere', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mi ha telefonato mia sorella,ma non ho risposto poiché ero ai fornelli e avevo il mestolo in mano",nonidiom,1.0,2,0,0,"[15, 16, 17, 18, 19]","['avevo', 'il', 'mestolo', 'in', 'mano']","['mi', 'avere', 'telefonare', 'mio', 'sorella', ',', 'ma', 'non', 'avere', 'rispondere', 'poiché', 'essere', 'al', 'fornello', 'e', 'avere', 'il', 'mestolo', 'in', 'mano']","['Mi', 'ha', 'telefonato', 'mia', 'sorella', ',', 'ma', 'non', 'ho', 'risposto', 'poiché', 'ero', 'ai', 'fornelli', 'e', 'avevo', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Mi licenzio perché il mio capo ha sempre il mestolo in mano,idiom,1.0,2,0,0,"[6, 8, 9, 10, 11]","['ha', 'il', 'mestolo', 'in', 'mano']","['mi', 'licenziare', 'perché', 'il', 'mio', 'capo', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']","['Mi', 'licenzio', 'perché', 'il', 'mio', 'capo', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Mi passi il mestolo da cucina che hai in mano?,nonidiom,1.0,2,0,0,"[7, 2, 3, 8, 9]","['hai', 'il', 'mestolo', 'in', 'mano']","['mi', 'passare', 'il', 'mestolo', 'da', 'cucina', 'che', 'avere', 'in', 'mano', '?']","['Mi', 'passi', 'il', 'mestolo', 'da', 'cucina', 'che', 'hai', 'in', 'mano', '?']"
Avere il mestolo in mano,Mi è caduto il mestolo che avevo in mano e mi sono fatta una bruciatura,nonidiom,0.5,1,1,0,"[6, 3, 4, 7, 8]","['avevo', 'il', 'mestolo', 'in', 'mano']","['mi', 'essere', 'cadere', 'il', 'mestolo', 'che', 'avere', 'in', 'mano', 'e', 'mi', 'essere', 'fare', 'una', 'bruciatura']","['Mi', 'è', 'caduto', 'il', 'mestolo', 'che', 'avevo', 'in', 'mano', 'e', 'mi', 'sono', 'fatta', 'una', 'bruciatura']"
Avere il mestolo in mano,Mia aveva quasi il mestolo in mano quando poi l'amico l'ha rimessa al suo posto,idiom,0.5,1,1,0,"[1, 3, 4, 5, 6]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'avere', 'quasi', 'il', 'mestolo', 'in', 'mano', 'quando', 'poi', ""l'"", 'amico', ""l'"", 'avere', 'rimettere', 'al', 'suo', 'posto']","['Mia', 'aveva', 'quasi', 'il', 'mestolo', 'in', 'mano', 'quando', 'poi', ""l'"", 'amico', ""l'"", 'ha', 'rimessa', 'al', 'suo', 'posto']"
Avere il mestolo in mano,Mia cugina ha il suo bellissimo mestolo in mano,nonidiom,0.5,1,1,0,"[2, 3, 6, 7, 8]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'cugina', 'avere', 'il', 'suo', 'bello', 'mestolo', 'in', 'mano']","['Mia', 'cugina', 'ha', 'il', 'suo', 'bellissimo', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Mia madre deve avere il mestolo in mano per assaggiare il brodo,nonidiom,0.6666666666666666,2,1,0,"[3, 4, 5, 6, 7]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'dovere', 'avere', 'il', 'mestolo', 'in', 'mano', 'per', 'assaggiare', 'il', 'brodo']","['Mia', 'madre', 'deve', 'avere', 'il', 'mestolo', 'in', 'mano', 'per', 'assaggiare', 'il', 'brodo']"
Avere il mestolo in mano,Mia madre ha sempre il mestolo in mano per sperimentare nuove ricette,nonidiom,0.5,1,1,0,"[2, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', 'per', 'sperimentare', 'nuovo', 'ricetta']","['Mia', 'madre', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', 'per', 'sperimentare', 'nuove', 'ricette']"
Avere il mestolo in mano,"Mia madre ha sempre il mestolo in mano, cucina continuamente",nonidiom,1.0,2,0,0,"[2, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'cucina', 'continuamente']","['Mia', 'madre', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'cucina', 'continuamente']"
Avere il mestolo in mano,"Mia madre ha sempre il mestolo in mano, decide tutto lei",idiom,0.6666666666666666,2,1,0,"[2, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'decidere', 'tutto', 'lei']","['Mia', 'madre', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'decide', 'tutto', 'lei']"
Avere il mestolo in mano,Mia madre mi parla come se avesse sempre il mestolo in mano,idiom,1.0,1,0,0,"[6, 8, 9, 10, 11]","['avesse', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'mi', 'parlare', 'come', 'se', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'mi', 'parla', 'come', 'se', 'avesse', 'sempre', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Mia madre sta cucinando e ora ha il mestolo in mano,nonidiom,0.6666666666666666,2,1,0,"[6, 7, 8, 9, 10]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'stare', 'cucinare', 'e', 'ora', 'avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'sta', 'cucinando', 'e', 'ora', 'ha', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mia madre è quella che ha il mestolo in mano in famiglia, decide sempre tutto lei",idiom,1.0,3,0,0,"[5, 6, 7, 8, 9]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', 'essere', 'quella', 'che', 'avere', 'il', 'mestolo', 'in', 'mano', 'in', 'famiglia', ',', 'decidere', 'sempre', 'tutto', 'lei']","['Mia', 'madre', 'è', 'quella', 'che', 'ha', 'il', 'mestolo', 'in', 'mano', 'in', 'famiglia', ',', 'decide', 'sempre', 'tutto', 'lei']"
Avere il mestolo in mano,"Mia madre, quando cucina, deve avere sempre il mestolo in mano!",nonidiom,1.0,3,0,0,"[7, 9, 10, 11, 12]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'madre', ',', 'quando', 'cucina', ',', 'dovere', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', '!']","['Mia', 'madre', ',', 'quando', 'cucina', ',', 'deve', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', '!']"
Avere il mestolo in mano,"Mia mamma credeva di avere il mestolo in mano, invece era un cucchiaio!",nonidiom,1.0,2,0,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'mamma', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'un', 'cucchiaio', '!']","['Mia', 'mamma', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'un', 'cucchiaio', '!']"
Avere il mestolo in mano,"Mia mamma, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'mamma', ',', 'mentre', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiare', 'il', 'sugo', 'con', 'il', 'cucchiaio']","['Mia', 'mamma', ',', 'mentre', 'aveva', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiava', 'il', 'sugo', 'con', 'il', 'cucchiaio']"
Avere il mestolo in mano,Mia nonna ama stare in cucina e ha sempre il mestolo in mano,nonidiom,1.0,3,0,0,"[7, 9, 10, 11, 12]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'amare', 'stare', 'in', 'cucina', 'e', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'ama', 'stare', 'in', 'cucina', 'e', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mia nonna aveva sempre il mestolo in mano, la cucina era la sua passione",nonidiom,0.5,1,1,0,"[2, 4, 5, 6, 7]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'la', 'cucina', 'essere', 'la', 'suo', 'passione']","['Mia', 'nonna', 'aveva', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'la', 'cucina', 'era', 'la', 'sua', 'passione']"
Avere il mestolo in mano,"Mia nonna credeva di avere il mestolo in mano, invece era il forchettone!",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'il', 'forchettone', '!']","['Mia', 'nonna', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'il', 'forchettone', '!']"
Avere il mestolo in mano,"Mia nonna credeva di avere il mestolo in mano, invece era un cucchiaio",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'un', 'cucchiaio']","['Mia', 'nonna', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'un', 'cucchiaio']"
Avere il mestolo in mano,Mia nonna era solita avere il mestolo in mano e minacciarci quando facevamo i cattivi,nonidiom,1.0,3,0,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'essere', 'solito', 'avere', 'il', 'mestolo', 'in', 'mano', 'e', 'minacciare', 'quando', 'fare', 'il', 'cattivi']","['Mia', 'nonna', 'era', 'solita', 'avere', 'il', 'mestolo', 'in', 'mano', 'e', 'minacciarci', 'quando', 'facevamo', 'i', 'cattivi']"
Avere il mestolo in mano,"Mia nonna era un'amante della cucina, aveva sempre il mestolo in mano.",nonidiom,1.0,2,0,0,"[8, 10, 11, 12, 13]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'essere', ""un'"", 'amante', 'della', 'cucina', ',', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', '.']","['Mia', 'nonna', 'era', ""un'"", 'amante', 'della', 'cucina', ',', 'aveva', 'sempre', 'il', 'mestolo', 'in', 'mano', '.']"
Avere il mestolo in mano,Mia nonna ha continuamente il suo mestolo di legno in mano,nonidiom,1.0,2,0,0,"[2, 4, 6, 9, 10]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'avere', 'continuamente', 'il', 'suo', 'mestolo', 'di', 'legno', 'in', 'mano']","['Mia', 'nonna', 'ha', 'continuamente', 'il', 'suo', 'mestolo', 'di', 'legno', 'in', 'mano']"
Avere il mestolo in mano,Mia nonna ha il mestolo in mano perché sta cucinando la minestra,nonidiom,1.0,2,0,0,"[2, 3, 4, 5, 6]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'avere', 'il', 'mestolo', 'in', 'mano', 'perché', 'stare', 'cucinare', 'la', 'minestra']","['Mia', 'nonna', 'ha', 'il', 'mestolo', 'in', 'mano', 'perché', 'sta', 'cucinando', 'la', 'minestra']"
Avere il mestolo in mano,Mia nonna ha sempre il mestolo in mano e cucina troppo,nonidiom,0.5,1,1,0,"[2, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', 'e', 'cucina', 'troppo']","['Mia', 'nonna', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', 'e', 'cucina', 'troppo']"
Avere il mestolo in mano,Mia nonna passa la domenica in cucina e ha solo il mestolo e le pentole in mano,nonidiom,0.0,0,2,0,"[8, 10, 11, 15, 16]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', 'passare', 'la', 'domenica', 'in', 'cucina', 'e', 'avere', 'solo', 'il', 'mestolo', 'e', 'la', 'pentola', 'in', 'mano']","['Mia', 'nonna', 'passa', 'la', 'domenica', 'in', 'cucina', 'e', 'ha', 'solo', 'il', 'mestolo', 'e', 'le', 'pentole', 'in', 'mano']"
Avere il mestolo in mano,"Mia nonna, quando assaggiava il brodo, era solita avere il mestolo in mano",nonidiom,0.3333333333333333,1,2,0,"[10, 11, 12, 13, 14]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', ',', 'quando', 'assaggiare', 'il', 'brodo', ',', 'essere', 'solito', 'avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', ',', 'quando', 'assaggiava', 'il', 'brodo', ',', 'era', 'solita', 'avere', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mia nonna, usando il mestolo che aveva in mano, ha girato la zuppa",nonidiom,0.5,1,1,0,"[7, 4, 5, 8, 9]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'nonna', ',', 'usare', 'il', 'mestolo', 'che', 'avere', 'in', 'mano', ',', 'avere', 'girare', 'la', 'zuppa']","['Mia', 'nonna', ',', 'usando', 'il', 'mestolo', 'che', 'aveva', 'in', 'mano', ',', 'ha', 'girato', 'la', 'zuppa']"
Avere il mestolo in mano,"Mia sorella credeva di avere il mestolo in mano, invece era un cucchiaio!",nonidiom,0.6666666666666666,2,1,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'sorella', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'un', 'cucchiaio', '!']","['Mia', 'sorella', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'un', 'cucchiaio', '!']"
Avere il mestolo in mano,"Mia sorella ha sempre il mestolo in mano, vuole comandare sempre lei",idiom,1.0,3,0,0,"[2, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'sorella', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'volere', 'comandare', 'sempre', 'lei']","['Mia', 'sorella', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'vuole', 'comandare', 'sempre', 'lei']"
Avere il mestolo in mano,"Mia suocera credeva di avere il mestolo in mano, invece era il forchettone!",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'suocera', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'il', 'forchettone', '!']","['Mia', 'suocera', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'il', 'forchettone', '!']"
Avere il mestolo in mano,"Mia suocera credeva di avere il mestolo in mano, invece era un cucchiaio!",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'suocera', 'credere', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'essere', 'un', 'cucchiaio', '!']","['Mia', 'suocera', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'un', 'cucchiaio', '!']"
Avere il mestolo in mano,"Mia suocera, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio",nonidiom,0.5,1,1,0,"[4, 5, 6, 7, 8]","['aveva', 'il', 'mestolo', 'in', 'mano']","['Mia', 'suocera', ',', 'mentre', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiare', 'il', 'sugo', 'con', 'il', 'cucchiaio']","['Mia', 'suocera', ',', 'mentre', 'aveva', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiava', 'il', 'sugo', 'con', 'il', 'cucchiaio']"
Avere il mestolo in mano,Mia zia sembra avere sempre il mestolo in mano,idiom,1.0,3,0,0,"[3, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['Mia', 'zia', 'sembrare', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']","['Mia', 'zia', 'sembra', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mia zia è una cuoca, se non ha il mestolo in mano non è lei",nonidiom,1.0,2,0,0,"[8, 9, 10, 11, 12]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'zia', 'essere', 'una', 'cuoca', ',', 'se', 'non', 'avere', 'il', 'mestolo', 'in', 'mano', 'non', 'essere', 'lei']","['Mia', 'zia', 'è', 'una', 'cuoca', ',', 'se', 'non', 'ha', 'il', 'mestolo', 'in', 'mano', 'non', 'è', 'lei']"
Avere il mestolo in mano,"Mia zia é un asso in cucina, ha spesso il mestolo in mano",nonidiom,1.0,3,0,0,"[8, 10, 11, 12, 13]","['ha', 'il', 'mestolo', 'in', 'mano']","['Mia', 'zia', 'essere', 'un', 'asso', 'in', 'cucina', ',', 'avere', 'spesso', 'il', 'mestolo', 'in', 'mano']","['Mia', 'zia', 'é', 'un', 'asso', 'in', 'cucina', ',', 'ha', 'spesso', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,"Mio figlio ha il mestolo in mano per assaggiare la zuppa dalla pentola, ma è pericoloso",nonidiom,1.0,2,0,0,"[2, 3, 4, 5, 6]","['ha', 'il', 'mestolo', 'in', 'mano']","['mio', 'figlio', 'avere', 'il', 'mestolo', 'in', 'mano', 'per', 'assaggiare', 'la', 'zuppa', 'dalla', 'pentola', ',', 'ma', 'essere', 'pericoloso']","['Mio', 'figlio', 'ha', 'il', 'mestolo', 'in', 'mano', 'per', 'assaggiare', 'la', 'zuppa', 'dalla', 'pentola', ',', 'ma', 'è', 'pericoloso']"
Avere il mestolo in mano,Mio fratello mi accusa di avere sempre il mestolo in mano!,idiom,1.0,1,0,0,"[5, 7, 8, 9, 10]","['avere', 'il', 'mestolo', 'in', 'mano']","['mio', 'fratello', 'mi', 'accusare', 'di', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', '!']","['Mio', 'fratello', 'mi', 'accusa', 'di', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', '!']"
Avere il mestolo in mano,Mio padre ha il mestolo in mano e lo passa a mia madre,nonidiom,0.6666666666666666,2,0,1,"[2, 3, 4, 5, 6]","['ha', 'il', 'mestolo', 'in', 'mano']","['mio', 'padre', 'avere', 'il', 'mestolo', 'in', 'mano', 'e', 'lo', 'passare', 'a', 'mio', 'madre']","['Mio', 'padre', 'ha', 'il', 'mestolo', 'in', 'mano', 'e', 'lo', 'passa', 'a', 'mia', 'madre']"
Avere il mestolo in mano,"Mio padre non ha mai avuto il mestolo in mano in casa, il capo famiglia è mia madre!",idiom,1.0,1,0,0,"[5, 6, 7, 8, 9]","['avuto', 'il', 'mestolo', 'in', 'mano']","['mio', 'padre', 'non', 'avere', 'mai', 'avere', 'il', 'mestolo', 'in', 'mano', 'in', 'casa', ',', 'il', 'capo', 'famiglia', 'essere', 'mio', 'madre', '!']","['Mio', 'padre', 'non', 'ha', 'mai', 'avuto', 'il', 'mestolo', 'in', 'mano', 'in', 'casa', ',', 'il', 'capo', 'famiglia', 'è', 'mia', 'madre', '!']"
Avere il mestolo in mano,"Mio zio sembra avere il mestolo in mano, sta dirigendo bene",idiom,0.0,0,0,0,"[3, 4, 5, 6, 7]","['avere', 'il', 'mestolo', 'in', 'mano']","['mio', 'zio', 'sembrare', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'stare', 'dirigere', 'bene']","['Mio', 'zio', 'sembra', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'sta', 'dirigendo', 'bene']"
Avere il mestolo in mano,"Miriam ha proprio il mestolo in mano, è molto dispotica!",idiom,1.0,3,0,0,"[1, 3, 4, 5, 6]","['ha', 'il', 'mestolo', 'in', 'mano']","['Miriam', 'avere', 'proprio', 'il', 'mestolo', 'in', 'mano', ',', 'essere', 'molto', 'dispotico', '!']","['Miriam', 'ha', 'proprio', 'il', 'mestolo', 'in', 'mano', ',', 'è', 'molto', 'dispotica', '!']"
Avere il mestolo in mano,Nei lavori di gruppo ho sempre il mestolo in mano,idiom,0.5,1,1,0,"[4, 6, 7, 8, 9]","['ho', 'il', 'mestolo', 'in', 'mano']","['nel', 'lavoro', 'di', 'gruppo', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano']","['Nei', 'lavori', 'di', 'gruppo', 'ho', 'sempre', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Nel lontano 1959 Mariagianfranchina acquistò proprio il mestolo che Giannino ha in mano ora,nonidiom,0.5,1,1,0,"[10, 6, 7, 11, 12]","['ha', 'il', 'mestolo', 'in', 'mano']","['nel', 'lontano', '1959', 'Mariagianfranchina', 'acquistare', 'proprio', 'il', 'mestolo', 'che', 'Giannino', 'avere', 'in', 'mano', 'ora']","['Nel', 'lontano', '1959', 'Mariagianfranchina', 'acquistò', 'proprio', 'il', 'mestolo', 'che', 'Giannino', 'ha', 'in', 'mano', 'ora']"
Avere il mestolo in mano,Nel servizio di domani avrò io il mestolo in mano!,idiom,0.6666666666666666,2,1,0,"[4, 6, 7, 8, 9]","['avrò', 'il', 'mestolo', 'in', 'mano']","['nel', 'servizio', 'di', 'domani', 'avere', 'io', 'il', 'mestolo', 'in', 'mano', '!']","['Nel', 'servizio', 'di', 'domani', 'avrò', 'io', 'il', 'mestolo', 'in', 'mano', '!']"
Avere il mestolo in mano,"Nella loro relazione, Giulia sembra abbia il mestolo in mano",idiom,1.0,2,0,0,"[6, 7, 8, 9, 10]","['abbia', 'il', 'mestolo', 'in', 'mano']","['nella', 'loro', 'relazione', ',', 'Giulia', 'sembrare', 'avere', 'il', 'mestolo', 'in', 'mano']","['Nella', 'loro', 'relazione', ',', 'Giulia', 'sembra', 'abbia', 'il', 'mestolo', 'in', 'mano']"
Avere il mestolo in mano,Nom sempre chi ha il mestolo in mano è apprezzato da tutti.,idiom,1.0,3,0,0,"[3, 4, 5, 6, 7]","['ha', 'il', 'mestolo', 'in', 'mano']","['Nom', 'sempre', 'chi', 'avere', 'il', 'mestolo', 'in', 'mano', 'essere', 'apprezzare', 'da', 'tutti', '.']","['Nom', 'sempre', 'chi', 'ha', 'il', 'mestolo', 'in', 'mano', 'è', 'apprezzato', 'da', 'tutti', '.']"
Avere il mestolo in mano,"Non c'è giorno in cui non abbia il mestolo in mano, cucinare è la sua passione",nonidiom,1.0,2,0,0,"[7, 8, 9, 10, 11]","['abbia', 'il', 'mestolo', 'in', 'mano']","['non', ""c'"", 'essere', 'giorno', 'in', 'cui', 'non', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'cucinare', 'essere', 'la', 'suo', 'passione']","['Non', ""c'"", 'è', 'giorno', 'in', 'cui', 'non', 'abbia', 'il', 'mestolo', 'in', 'mano', ',', 'cucinare', 'è', 'la', 'sua', 'passione']"
Avere il mestolo in mano,Non capisco perché ha sempre il mestolo in mano se non le piace cucinare,nonidiom,0.5,1,1,0,"[3, 5, 6, 7, 8]","['ha', 'il', 'mestolo', 'in', 'mano']","['non', 'capire', 'perché', 'avere', 'sempre', 'il', 'mestolo', 'in', 'mano', 'se', 'non', 'le', 'piacere', 'cucinare']","['Non', 'capisco', 'perché', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano', 'se', 'non', 'le', 'piace', 'cucinare']"
Avere il mestolo in mano,"Non colpirmi con il mestolo che hai in mano, potresti passare grossi guai",nonidiom,0.5,1,1,0,"[6, 3, 4, 7, 8]","['hai', 'il', 'mestolo', 'in', 'mano']","['non', 'colpire', 'con', 'il', 'mestolo', 'che', 'avere', 'in', 'mano', ',', 'potere', 'passare', 'grosso', 'guaio']","['Non', 'colpirmi', 'con', 'il', 'mestolo', 'che', 'hai', 'in', 'mano', ',', 'potresti', 'passare', 'grossi', 'guai']"
Avere il mestolo in mano,Non devi avere per forza il mestolo in mano per essere ascoltato,idiom,1.0,2,0,0,"[2, 5, 6, 7, 8]","['avere', 'il', 'mestolo', 'in', 'mano']","['non', 'deviare', 'avere', 'per', 'forza', 'il', 'mestolo', 'in', 'mano', 'per', 'essere', 'ascoltare']","['Non', 'devi', 'avere', 'per', 'forza', 'il', 'mestolo', 'in', 'mano', 'per', 'essere', 'ascoltato']"
